value_h,rank_h,pts_last3_h,value_a,rank_a,pts_last3_a,result,difference,score,1_home_win,2_draw,3_away_win
0.123,0.5,2,0.343,0.6,4,3,-2,"""0-2""",,,
0.083,0.5,0,0.06,0.75,4,3,2,"""1-1""",,,
0.961,0.05,9,0.206,0.45,7,1,5,"""6-1""",,,
0.073,0.222,3,0.279,1.0,4,1,1,"""2-1""",,,
0.459,0.45,6,0.435,0.4,1,3,-1,"""0-2""",,,
0.173,0.4,0,1.0,0.75,1,3,-1,"""0-1""",,,
0.882,0.15,4,0.06,0.65,3,1,3,"""2-1""",,,
0.764,0.4,4,0.051,0.6,7,3,-2,"""4-1""",,,
1.0,1.0,2,0.043,0.6,9,2,0,"""1-1""",,,
0.525,0.4,4,0.048,0.688,5,1,3,"""3-0""",,,
0.857,0.75,4,0.766,0.3,9,2,0,"""1-1""",,,
1.0,0.25,4,0.498,0.1,7,2,0,"""1-1""",,,
0.114,0.55,6,0.398,0.833,1,2,0,"""3-0""",,,
0.418,0.3,5,0.223,0.409,7,2,0,"""1-1""",,,
0.038,0.85,7,0.163,0.8,4,3,-2,"""0-2""",,,
0.578,0.556,7,0.165,0.7,7,1,1,"""4-2""",,,
0.508,0.214,7,0.562,0.95,7,1,-1,"""2-2""",,,
0.61,0.125,6,0.609,0.313,6,3,-3,"""0-3""",,,
0.49,0.5,3,0.541,0.6,6,1,1,"""0-1""",,,
0.525,0.15,4,0.15,0.5,6,1,-1,"""0-1""",,,
0.086,0.889,0,1.0,1.0,6,3,-3,"""0-1""",,,
1.0,0.2,7,0.208,0.286,3,1,2,"""3-2""",,,
0.58,0.571,4,1.0,0.364,7,3,-1,"""0-1""",,,
0.962,0.4,6,0.908,0.85,7,3,-1,"""1-2""",,,
0.961,0.05,9,0.1,0.45,7,3,5,"""6-1""",,,
0.208,0.393,3,0.565,0.05,7,3,1,"""0-1""",,,
0.237,0.722,1,0.094,0.438,9,1,2,"""3-1""",,,
0.882,0.056,4,0.084,0.6,0,1,3,"""3-0""",,,
0.584,0.2,1,0.064,0.85,3,1,1,"""3-2""",,,
0.237,0.889,6,0.155,0.95,1,3,-1,"""2-3""",,,
0.508,0.462,6,0.853,0.231,1,3,-1,"""0-1""",,,
0.278,0.278,6,0.165,0.4,3,1,3,"""0-2""",,,
0.32,0.667,6,0.786,1.0,6,1,2,"""0-4""",,,
1.0,0.15,9,0.208,0.45,3,3,-2,"""0-2""",,,
0.173,0.889,0,0.069,1.0,1,3,-1,"""0-1""",,,
0.962,0.708,6,0.397,0.071,4,1,-4,"""2-0""",,,
0.265,0.2,3,0.315,0.556,6,1,1,"""2-1""",,,
0.962,0.667,6,0.17,1.0,1,2,0,"""0-0""",,,
0.114,0.55,4,0.22,0.722,1,1,3,"""3-0""",,,
0.34,0.95,3,0.544,0.1,3,3,1,"""1-2""",,,
0.045,0.556,6,0.54,0.85,6,3,-1,"""1-2""",,,
0.13,0.75,0,0.487,0.55,4,2,0,"""2-2""",,,
0.084,0.333,6,0.042,0.5,4,1,1,"""2-1""",,,
1.0,0.1,9,0.268,0.55,3,1,4,"""5-1""",,,
0.381,0.313,5,0.175,0.688,3,1,2,"""2-0""",,,
0.249,0.313,4,0.661,0.65,3,1,-2,"""1-1""",,,
0.525,0.25,2,0.033,0.722,5,1,2,"""2-0""",,,
0.084,0.4,7,0.097,0.667,7,3,-1,"""1-2""",,,
0.068,0.625,0,1.0,0.1,6,3,-3,"""0-2""",,,
0.123,0.722,2,0.409,0.25,9,3,2,"""1-1""",,,
0.609,0.182,9,0.388,0.55,5,2,0,"""1-1""",,,
0.109,0.833,5,0.254,0.188,6,1,2,"""3-1""",,,
0.359,0.6,4,0.336,0.4,6,3,-2,"""0-2""",,,
0.273,0.85,2,0.989,0.1,9,3,-2,"""1-0""",,,
0.278,0.15,4,0.398,0.9,1,1,3,"""3-0""",,,
0.237,0.8,6,0.849,0.5,6,3,-1,"""1-2""",,,
0.162,0.25,4,0.541,0.3,7,1,1,"""1-0""",,,
0.501,0.15,7,0.385,0.333,3,1,2,"""2-0""",,,
0.509,0.893,7,0.877,0.083,5,2,0,"""1-1""",,,
0.336,0.05,7,0.218,0.222,7,2,0,"""0-0""",,,
0.26,0.889,4,1.0,0.25,5,3,-2,"""0-2""",,,
0.58,0.45,3,0.573,0.85,0,3,-1,"""0-1""",,,
0.218,0.444,2,0.398,0.7,1,1,0,"""3-0""",,,
0.26,0.833,4,0.522,0.4,6,3,-1,"""1-4""",,,
0.743,0.35,9,0.633,0.45,7,2,-2,"""0-2""",,,
0.092,0.15,7,0.522,0.125,3,3,-2,"""0-2""",,,
1.0,0.1,9,0.268,0.5,3,1,4,"""5-1""",,,
0.042,0.889,6,1.0,0.292,6,3,-3,"""4-2""",,,
0.092,0.9,7,0.562,0.444,2,3,-1,"""3-1""",,,
0.083,0.8,4,0.366,0.7,7,2,0,"""1-1""",,,
0.117,0.611,1,0.343,0.85,6,1,7,"""2-6""",,,
0.555,0.25,5,0.044,0.95,6,1,2,"""4-2""",,,
0.111,0.95,2,0.731,0.3,7,2,0,"""1-1""",,,
0.359,1.0,0,1.0,0.1,9,3,-2,"""0-1""",,,
0.626,0.15,6,0.544,0.679,6,3,-1,"""0-1""",,,
0.857,0.15,6,0.08,0.222,1,2,0,"""0-0""",,,
0.235,0.188,6,0.849,0.2,6,2,0,"""0-0""",,,
0.381,0.8,3,0.406,0.438,9,2,0,"""3-3""",,,
0.543,0.077,4,0.042,0.3,7,2,0,"""2-2""",,,
0.237,0.65,4,1.0,0.1,3,3,-2,"""0-2""",,,
0.807,0.45,6,0.114,0.333,6,1,7,"""4-2""",,,
1.0,0.15,6,0.084,1.0,3,2,4,"""0-0""",,,
0.66,0.615,4,0.15,0.5,7,1,1,"""1-0""",,,
0.117,0.8,1,0.223,0.3,9,3,0,"""1-1""",,,
0.086,0.75,2,0.795,0.3,0,2,0,"""1-1""",,,
0.55,0.6,5,0.875,0.8,2,3,-2,"""0-2""",,,
0.66,0.3,3,0.406,0.05,7,1,1,"""2-1""",,,
0.273,0.95,4,0.336,0.4,7,2,0,"""1-3""",,,
0.249,0.2,3,0.108,0.5,7,1,1,"""2-1""",,,
0.678,0.65,4,0.295,0.688,1,1,3,"""3-0""",,,
0.499,0.15,6,0.044,0.4,6,1,0,"""4-2""",,,
0.518,0.222,3,0.563,0.444,6,1,1,"""2-1""",,,
0.114,0.625,2,0.703,0.9,6,2,0,"""1-1""",,,
0.509,0.85,2,0.462,0.15,9,2,0,"""1-1""",,,
0.26,0.7,0,0.675,0.5,9,3,0,"""0-1""",,,
0.961,0.136,4,0.391,1.0,1,1,1,"""2-1""",,,
0.159,0.75,2,0.211,0.3,9,2,0,"""1-1""",,,
0.32,0.444,7,0.254,0.154,4,1,1,"""2-1""",,,
0.609,0.45,2,0.295,0.429,1,1,3,"""3-0""",,,
0.098,0.8,4,0.397,0.5,4,2,0,"""3-3""",,,
0.962,0.136,3,0.315,0.5,6,1,2,"""4-3""",,,
1.0,0.1,9,0.132,0.5,3,1,4,"""5-1""",,,
0.409,0.389,0,0.218,0.15,7,2,0,"""1-1""",,,
1.0,0.1,9,0.132,0.55,3,1,4,"""5-1""",,,
0.042,0.417,4,1.0,0.313,6,3,-3,"""0-3""",,,
0.678,0.6,4,0.084,0.95,5,1,3,"""3-0""",,,
0.142,0.4,5,0.397,0.6,9,2,0,"""1-3""",,,
0.462,0.45,3,0.104,0.944,0,1,2,"""2-0""",,,
0.346,0.636,5,0.272,0.8,3,2,0,"""0-0""",,,
0.156,0.6,6,0.165,0.85,7,3,1,"""0-2""",,,
0.807,0.15,5,0.431,0.4,6,1,1,"""3-1""",,,
0.226,0.85,6,0.203,0.0625,4,3,-2,"""0-2""",,,
0.155,0.778,0,0.766,0.75,7,2,0,"""1-1""",,,
0.098,0.95,7,0.562,0.15,7,1,-1,"""3-1""",,,
0.032,0.667,6,0.043,0.222,4,2,0,"""0-0""",,,
1.0,0.25,2,0.565,0.25,1,1,1,"""3-2""",,,
0.55,0.35,5,0.535,0.8,4,3,-2,"""1-3""",,,
0.499,0.278,4,0.044,1.0,1,1,3,"""3-0""",,,
0.5,0.25,4,0.097,0.1,3,1,0,"""2-2""",,,
0.412,0.563,7,0.223,0.591,0,1,1,"""1-1""",,,
0.955,0.438,4,0.295,0.688,5,1,3,"""3-0""",,,
1.0,0.1,9,0.268,0.55,3,1,4,"""5-1""",,,
0.543,0.625,0,1.0,0.5,9,3,2,"""3-1""",,,
0.229,0.05,7,0.715,0.35,4,2,0,"""0-0""",,,
0.381,0.05,7,0.642,0.222,7,2,0,"""3-2""",,,
0.612,0.722,3,0.202,0.5,6,2,0,"""0-0""",,,
0.035,0.417,4,1.0,0.167,6,3,-3,"""0-3""",,,
0.363,0.833,5,0.214,0.909,9,1,2,"""2-0""",,,
0.235,0.15,4,0.17,0.1,6,3,-1,"""0-1""",,,
0.133,0.3,7,0.254,0.389,2,1,2,"""0-4""",,,
0.55,0.6,4,0.06,0.85,1,1,2,"""7-0""",,,
0.229,0.5,6,0.093,0.833,4,2,0,"""0-0""",,,
0.066,0.778,4,0.08,0.7,3,2,0,"""1-1""",,,
0.191,0.4,2,0.546,0.667,0,3,-1,"""0-2""",,,
0.173,1.0,3,0.272,0.125,6,2,0,"""1-1""",,,
0.49,0.2,3,0.114,0.071,7,1,1,"""1-0""",,,
0.5,1.0,4,0.703,0.5,3,2,0,"""1-1""",,,
1.0,0.611,4,0.225,0.222,4,2,0,"""1-1""",,,
0.518,0.25,0,0.849,0.083,4,2,0,"""1-1""",,,
0.237,0.6,6,0.225,0.5,3,3,-2,"""1-1""",,,
0.098,0.05,3,0.435,0.4,7,2,0,"""2-2""",,,
0.098,0.15,7,0.084,0.95,4,3,-1,"""1-2""",,,
0.204,0.15,5,0.12,1.0,6,1,2,"""3-1""",,,
0.068,0.625,0,1.0,0.042,9,3,-3,"""1-4""",,,
0.237,0.45,7,0.069,0.95,3,3,2,"""0-1""",,,
0.066,0.25,4,0.175,0.636,6,1,1,"""3-2""",,,
0.092,0.625,4,0.139,0.6,1,3,-2,"""0-1""",,,
0.359,0.85,3,1.0,0.107,0,3,-2,"""0-1""",,,
0.226,0.85,5,0.278,0.4,4,1,-2,"""0-2""",,,
0.084,0.75,3,0.042,0.75,0,3,-1,"""1-2""",,,
0.191,0.4,4,0.223,0.3,7,1,1,"""2-1""",,,
0.191,0.611,6,1.0,0.1,9,3,-2,"""0-1""",,,
0.237,1.0,2,0.519,0.75,1,3,-1,"""2-2""",,,
0.226,0.611,5,0.815,0.8,2,3,-2,"""0-2""",,,
0.635,0.4,6,0.279,0.2,6,3,-2,"""3-2""",,,
0.336,0.438,6,0.278,0.688,0,1,3,"""3-0""",,,
0.211,0.05,7,0.391,0.45,7,2,0,"""2-2""",,,
0.237,0.45,4,0.084,0.95,1,1,2,"""4-2""",,,
0.508,0.75,3,0.315,0.25,0,1,1,"""4-1""",,,
0.772,0.5,2,1.0,0.4,9,2,0,"""1-1""",,,
0.502,0.056,2,0.131,0.5,1,1,2,"""1-0""",,,
0.731,0.85,7,0.921,0.8,4,2,0,"""0-0""",,,
0.102,0.3,7,0.268,0.85,7,1,2,"""2-0""",,,
0.243,0.05,9,0.044,0.5,6,1,3,"""3-0""",,,
0.278,0.15,6,0.051,0.417,4,3,-1,"""0-1""",,,
0.102,0.5,4,0.275,0.45,4,3,-1,"""1-2""",,,
0.292,0.136,4,0.366,0.9,3,2,0,"""2-2""",,,
0.123,0.9,0,0.139,0.75,6,2,0,"""1-1""",,,
0.223,0.778,2,0.043,0.0625,9,2,0,"""0-0""",,,
1.0,0.1,9,0.132,0.55,3,1,2,"""5-1""",,,
0.185,0.15,2,0.051,0.056,4,1,1,"""4-1""",,,
0.66,0.179,7,0.223,0.444,4,1,1,"""1-0""",,,
0.807,0.313,2,0.505,0.333,6,1,2,"""4-2""",,,
0.382,0.444,3,0.223,0.222,4,2,0,"""0-0""",,,
0.527,0.3,1,0.139,0.591,7,2,0,"""0-0""",,,
0.208,0.35,7,0.084,0.7,5,2,3,"""4-1""",,,
0.184,0.45,1,0.431,0.5,6,3,2,"""3-1""",,,
0.133,0.5,2,0.043,0.2,4,2,0,"""0-0""",,,
0.092,0.6,7,0.072,0.2,2,3,-2,"""0-2""",,,
0.292,0.5,3,0.093,0.222,7,2,0,"""0-0""",,,
0.518,0.9,2,0.391,0.3,9,2,0,"""1-0""",,,
0.341,0.6,2,0.487,0.8,2,3,-2,"""0-2""",,,
0.249,0.7,7,0.248,0.071,6,1,1,"""2-1""",,,
0.068,0.625,0,1.0,0.0625,9,2,0,"""1-1""",,,
0.092,0.688,4,0.97,0.6,1,3,-1,"""0-1""",,,
0.1,0.25,0,1.0,0.1,9,3,-1,"""0-1""",,,
0.34,0.5,0,1.0,0.167,6,3,-2,"""0-2""",,,
0.278,0.571,6,0.278,0.429,3,1,3,"""3-0""",,,
0.882,0.05,3,0.522,1.0,1,3,-1,"""3-0""",,,
0.208,0.4,2,0.882,0.111,9,3,-1,"""0-1""",,,
0.678,0.55,4,0.084,0.6,1,1,3,"""3-0""",,,
0.635,0.45,2,0.989,0.389,9,3,-1,"""0-1""",,,
0.502,0.313,6,0.462,0.438,6,1,2,"""0-0""",,,
0.301,0.15,2,0.462,0.125,6,3,-1,"""1-2""",,,
0.518,0.25,3,0.223,0.3,7,1,1,"""1-0""",,,
0.867,0.65,6,0.558,0.6,1,3,-2,"""1-1""",,,
0.086,0.4,2,0.541,0.1,9,1,2,"""3-1""",,,
0.249,0.95,0,0.126,0.55,2,3,-2,"""0-2""",,,
0.117,0.6,2,0.875,0.778,2,3,-2,"""0-2""",,,
0.06,0.227,1,0.488,0.444,4,1,1,"""2-1""",,,
0.098,0.55,0,0.498,0.125,6,3,-3,"""1-1""",,,
0.098,0.35,6,0.218,0.2,4,2,0,"""0-0""",,,
0.343,0.9,7,0.271,0.444,3,1,1,"""2-1""",,,
0.138,0.45,7,0.391,0.75,3,3,-1,"""1-2""",,,
0.961,0.05,9,0.1,0.45,7,1,5,"""3-2""",,,
0.34,0.6,4,0.219,0.95,3,3,-2,"""0-2""",,,
0.343,0.4,4,0.97,0.5,7,1,-1,"""2-0""",,,
0.084,0.15,6,0.286,1.0,1,3,-1,"""0-1""",,,
0.218,0.571,4,0.219,0.7,5,1,3,"""3-0""",,,
0.235,0.65,6,0.272,0.1,3,2,3,"""1-1""",,,
0.427,0.9,1,0.206,0.944,4,1,1,"""2-1""",,,
0.055,0.136,4,0.565,0.3,3,2,0,"""1-1""",,,
0.325,0.85,0,0.612,0.7,0,2,0,"""0-0""",,,
0.955,0.65,4,0.462,0.25,2,1,-2,"""0-2""",,,
0.807,0.444,2,0.558,0.25,9,3,-2,"""2-2""",,,
0.32,0.8,4,0.565,0.5,6,1,2,"""2-1""",,,
0.098,0.625,7,0.097,0.667,7,3,-1,"""1-2""",,,
0.111,0.909,2,0.093,0.056,5,2,0,"""0-0""",,,
0.381,0.833,5,0.788,0.722,3,2,0,"""2-0""",,,
0.237,0.25,7,0.541,1.0,7,1,1,"""3-2""",,,
0.772,0.45,4,0.094,0.083,1,3,-1,"""0-1""",,,
0.036,0.778,7,0.752,0.222,4,2,0,"""0-0""",,,
0.584,0.833,5,0.254,0.5,6,1,2,"""3-1""",,,
0.32,0.95,1,0.108,0.45,7,1,1,"""1-0""",,,
0.462,0.25,4,0.397,0.6,4,1,2,"""2-0""",,,
0.518,0.179,7,0.412,0.05,7,1,1,"""1-0""",,,
0.197,0.3,3,0.093,1.0,0,1,2,"""2-0""",,,
0.678,0.85,4,0.269,0.708,1,3,-2,"""2-3""",,,
0.065,0.75,0,0.072,0.75,9,2,0,"""1-1""",,,
0.142,0.182,4,0.474,0.455,3,2,0,"""1-1""",,,
0.578,0.4,2,0.093,0.111,9,1,2,"""2-0""",,,
0.427,0.25,3,0.268,0.5,7,1,2,"""4-2""",,,
0.955,0.179,3,0.519,0.071,7,1,1,"""1-0""",,,
0.584,0.722,5,0.254,0.333,3,1,2,"""3-1""",,,
0.123,0.85,3,1.0,1.0,7,3,-1,"""0-1""",,,
0.109,0.15,5,0.252,0.65,6,2,2,"""1-1""",,,
0.482,0.75,0,0.336,1.0,0,3,-1,"""1-2""",,,
0.555,0.45,7,0.214,0.944,0,1,2,"""2-0""",,,
0.61,0.45,4,0.279,0.85,3,3,-1,"""0-1""",,,
0.739,0.05,7,0.139,0.15,7,2,0,"""1-1""",,,
0.156,0.95,4,0.54,0.45,7,1,1,"""3-2""",,,
0.092,0.6,7,0.123,0.417,2,1,1,"""2-1""",,,
0.612,0.625,4,0.236,1.0,6,3,-1,"""0-1""",,,
0.073,0.136,7,0.275,0.083,7,1,1,"""1-0""",,,
0.208,0.15,0,1.0,0.292,1,3,-1,"""0-1""",,,
0.49,0.2,7,0.248,0.5,6,1,1,"""2-1""",,,
0.211,0.893,0,0.17,0.45,7,2,0,"""1-1""",,,
0.58,0.889,3,0.431,0.389,1,3,-1,"""0-1""",,,
0.13,0.4,0,0.633,0.111,6,1,2,"""4-3""",,,
1.0,0.15,9,0.849,0.2,3,2,0,"""2-2""",,,
0.046,0.893,5,0.048,0.6,3,2,0,"""1-1""",,,
0.49,0.25,7,0.272,0.15,3,1,1,"""1-0""",,,
0.789,1.0,0,1.0,0.65,9,3,2,"""1-1""",,,
0.597,0.556,7,0.22,1.0,6,1,1,"""2-1""",,,
0.114,0.667,6,0.642,0.222,6,2,0,"""0-0""",,,
0.485,0.9,3,0.08,0.409,2,2,0,"""1-1""",,,
0.362,0.667,3,0.348,0.111,4,3,0,"""4-1""",,,
0.065,0.333,7,1.0,0.708,2,3,0,"""1-1""",,,
0.092,0.75,3,0.235,0.05,7,1,1,"""1-0""",,,
0.173,0.071,3,0.072,0.9,4,2,0,"""1-1""",,,
0.052,0.773,3,0.498,0.833,7,2,0,"""2-2""",,,
0.1,0.111,6,0.084,0.1,6,1,2,"""4-2""",,,
0.83,0.95,6,0.675,0.111,4,2,0,"""1-1""",,,
0.578,0.708,6,0.219,0.1,2,1,-2,"""0-2""",,,
1.0,0.1,9,0.132,0.55,3,1,4,"""5-1""",,,
0.229,0.9,2,0.218,0.15,2,2,0,"""2-2""",,,
0.409,0.833,5,0.807,0.679,6,1,2,"""1-0""",,,
0.142,0.15,5,0.165,0.688,1,1,3,"""3-0""",,,
0.444,0.25,4,0.066,0.1,9,2,0,"""1-1""",,,
0.045,0.45,3,0.12,0.722,9,1,0,"""2-0""",,,
1.0,0.417,0,1.0,0.1,3,3,-2,"""1-1""",,,
0.499,0.35,2,0.172,0.85,1,1,2,"""1-0""",,,
0.1,0.25,7,0.22,0.95,6,1,3,"""4-1""",,,
0.857,0.85,0,0.77,0.3,4,2,0,"""1-1""",,,
1.0,0.571,9,0.165,0.5,1,1,2,"""3-0""",,,
0.739,0.35,5,0.044,0.556,4,1,1,"""4-1""",,,
0.13,0.6,5,0.252,0.8,4,3,-2,"""0-2""",,,
0.054,0.05,2,0.544,0.5,7,1,-1,"""2-1""",,,
0.545,0.111,2,0.546,0.3,7,1,1,"""3-2""",,,
0.173,0.556,6,0.066,0.5,3,2,0,"""1-1""",,,
0.545,0.75,7,0.126,0.85,7,1,1,"""1-0""",,,
0.961,0.05,9,0.1,0.45,7,1,5,"""6-1""",,,
0.454,0.15,9,0.131,0.5,0,3,2,"""4-0""",,,
0.06,0.167,1,0.042,0.444,4,1,2,"""2-1""",,,
0.362,0.136,4,0.612,0.875,5,1,0,"""1-1""",,,
0.226,0.667,1,0.072,0.2,4,3,-2,"""0-2""",,,
0.133,0.591,1,0.214,0.909,6,1,2,"""2-0""",,,
0.578,0.4,6,0.131,0.4,4,3,-2,"""0-2""",,,
0.26,0.333,6,0.269,0.364,0,3,-1,"""0-1""",,,
0.409,0.15,7,0.114,0.591,6,1,2,"""2-0""",,,
0.336,0.188,2,0.387,0.083,7,2,0,"""2-2""",,,
0.5,0.25,4,0.466,0.1,9,2,0,"""1-1""",,,
0.374,0.5,4,0.072,0.125,1,2,0,"""0-0""",,,
0.292,0.35,7,0.122,0.45,4,2,0,"""1-1""",,,
0.366,0.444,2,0.498,0.286,7,1,0,"""0-1""",,,
1.0,0.1,9,0.132,0.55,3,1,4,"""5-1""",,,
0.478,0.25,5,0.048,0.95,0,1,2,"""3-1""",,,
0.098,0.667,6,0.051,1.0,4,2,0,"""0-0""",,,
0.098,0.9,3,0.788,0.083,1,2,0,"""1-1""",,,
0.731,0.3,5,0.125,0.464,3,1,2,"""1-0""",,,
0.857,0.5,6,0.387,0.2,6,2,0,"""0-0""",,,
0.381,0.313,5,0.12,0.5,9,1,2,"""3-1""",,,
0.612,0.667,0,1.0,0.389,9,3,-2,"""1-2""",,,
0.381,0.7,3,0.051,1.0,1,1,1,"""2-1""",,,
0.068,0.625,0,1.0,0.042,6,3,-3,"""1-4""",,,
0.208,0.5,2,0.343,0.3,9,2,0,"""0-0""",,,
0.61,0.417,9,0.609,0.313,6,3,-3,"""0-3""",,,
0.362,0.222,7,0.042,0.444,1,1,1,"""2-1""",,,
0.032,0.85,7,0.064,0.85,7,3,-2,"""0-2""",,,
0.584,0.75,1,0.12,0.3,9,1,1,"""2-1""",,,
0.348,0.7,4,0.326,0.3,7,1,0,"""0-0""",,,
0.44,0.35,7,0.875,0.107,7,3,-2,"""0-2""",,,
0.191,0.625,0,1.0,0.042,9,3,-3,"""1-4""",,,
0.123,0.625,2,0.211,0.1,6,3,1,"""1-1""",,,
0.346,0.3,0,1.0,0.1,9,3,-1,"""0-1""",,,
0.34,0.389,9,0.122,0.286,3,2,0,"""1-1""",,,
0.42,0.611,2,0.163,0.95,4,1,-2,"""0-2""",,,
0.273,0.667,6,0.07,0.083,1,3,-1,"""2-3""",,,
0.138,0.607,1,0.093,0.167,6,1,-3,"""3-1""",,,
0.065,0.9,3,0.043,0.2,3,2,0,"""1-1""",,,
0.156,0.85,4,0.402,0.154,9,1,1,"""1-0""",,,
0.34,0.95,5,0.409,0.455,4,3,-2,"""0-2""",,,
0.643,0.571,2,0.06,0.357,9,1,2,"""3-1""",,,
0.265,0.95,3,0.15,0.417,7,1,1,"""1-0""",,,
0.13,0.667,2,0.431,0.292,6,3,-4,"""2-6""",,,
0.185,0.6,3,0.172,0.125,7,3,-2,"""0-2""",,,
0.857,0.6,1,0.97,0.65,4,3,-2,"""1-2""",,,
0.138,0.667,6,0.044,0.6,1,1,3,"""4-1""",,,
0.807,0.2,3,0.066,1.0,4,1,1,"""3-2""",,,
0.292,0.25,4,0.08,0.85,7,1,1,"""2-0""",,,
0.61,0.65,2,0.487,0.15,7,1,0,"""3-2""",,,
0.083,0.95,3,0.123,1.0,4,1,1,"""2-1""",,,
0.363,0.722,3,0.214,0.909,9,1,2,"""2-0""",,,
0.49,0.607,7,0.219,0.4,7,3,1,"""1-3""",,,
0.362,0.85,7,0.097,0.591,7,1,1,"""2-0""",,,
0.068,0.667,6,0.431,0.292,6,3,-4,"""2-6""",,,
0.032,0.167,6,0.281,0.222,4,2,0,"""0-0""",,,
0.356,0.778,3,0.921,0.222,5,2,0,"""0-0""",,,
0.098,0.05,4,0.064,1.0,7,1,1,"""3-2""",,,
0.345,0.65,2,0.131,0.286,9,1,0,"""4-0""",,,
0.159,0.889,9,0.207,0.556,6,1,1,"""2-1""",,,
0.301,0.15,4,0.385,0.4,3,3,-2,"""1-3""",,,
0.66,0.75,4,0.541,0.1,9,1,1,"""2-1""",,,
0.036,0.438,7,1.0,0.4,2,1,1,"""2-1""",,,
0.955,0.25,4,0.219,0.1,9,1,2,"""3-0""",,,
0.084,0.462,7,0.519,0.167,7,1,1,"""1-0""",,,
0.348,0.6,0,0.268,0.778,7,3,-2,"""0-2""",,,
0.366,0.9,1,0.282,0.417,2,1,1,"""1-0""",,,
0.381,0.75,2,0.398,0.889,5,1,2,"""1-1""",,,
0.173,1.0,0,0.072,0.8,2,3,0,"""1-1""",,,
0.643,0.333,7,0.076,0.188,7,1,1,"""3-2""",,,
0.961,0.05,3,0.1,0.45,7,1,5,"""6-1""",,,
0.191,1.0,2,0.908,0.1,1,3,-1,"""0-1""",,,
0.138,0.3,2,0.133,0.15,7,3,0,"""1-0""",,,
0.142,0.5,2,0.558,0.8,2,3,-2,"""1-1""",,,
0.042,0.625,0,0.786,0.708,6,3,-3,"""1-2""",,,
0.61,0.125,9,0.609,0.313,6,3,-3,"""0-3""",,,
0.083,0.136,3,0.573,0.455,1,3,-2,"""0-2""",,,
0.578,0.45,6,0.163,0.5,1,3,1,"""1-3""",,,
0.34,0.611,6,0.398,0.167,1,1,3,"""3-0""",,,
0.499,0.125,9,0.348,0.6,1,1,3,"""1-2""",,,
0.159,0.75,2,0.565,0.75,7,2,1,"""1-1""",,,
0.578,0.5,4,0.522,0.125,3,3,-2,"""1-2""",,,
0.55,0.85,0,0.072,0.778,2,3,0,"""0-2""",,,
0.518,0.167,3,0.391,0.5,4,1,1,"""2-1""",,,
0.237,0.55,3,0.097,0.667,7,1,1,"""2-1""",,,
0.359,0.4,4,0.084,0.1,0,1,3,"""1-0""",,,
0.123,0.95,0,0.126,0.778,2,3,-2,"""0-2""",,,
0.34,0.15,6,0.546,0.167,7,1,3,"""7-0""",,,
0.678,0.125,4,0.165,0.875,1,1,3,"""3-0""",,,
0.073,0.3,7,0.208,1.0,6,2,0,"""0-0""",,,
0.06,0.625,1,0.208,0.75,9,2,0,"""1-1""",,,
0.508,0.333,7,0.249,0.6,6,3,-1,"""1-2""",,,
1.0,0.1,9,0.132,0.55,3,1,4,"""5-1""",,,
0.204,0.125,5,0.275,0.6,6,1,2,"""2-0""",,,
0.191,0.65,2,0.12,0.667,6,3,-2,"""0-1""",,,
0.635,0.944,6,1.0,0.15,6,3,-3,"""4-2""",,,
0.5,0.65,4,0.546,0.1,7,2,0,"""1-1""",,,
0.473,0.3,3,0.093,0.278,3,2,0,"""1-1""",,,
1.0,0.889,0,1.0,0.5,9,1,2,"""3-1""",,,
0.341,0.15,6,0.541,0.1,3,3,-2,"""1-2""",,,
0.34,0.611,3,0.252,0.8,4,3,1,"""1-2""",,,
0.462,0.4,0,0.271,0.1,6,1,1,"""2-1""",,,
0.466,0.5,7,0.522,0.8,1,3,-2,"""1-2""",,,
0.1,0.3,5,0.211,0.722,6,2,0,"""1-1""",,,
0.431,0.05,0,0.218,0.222,7,2,0,"""2-2""",,,
0.243,0.136,2,0.271,0.55,1,1,3,"""4-1""",,,
0.584,0.9,6,0.051,0.2,0,1,1,"""2-1""",,,
0.44,0.15,6,0.235,0.85,6,3,-1,"""0-1""",,,
0.102,0.214,6,0.08,1.0,6,2,0,"""0-0""",,,
0.807,0.15,2,0.612,0.95,6,1,7,"""4-2""",,,
0.545,0.222,7,0.203,0.563,7,1,1,"""2-1""",,,
0.66,0.278,4,0.563,0.05,7,1,1,"""1-0""",,,
0.042,0.417,9,1.0,0.313,6,3,-3,"""0-3""",,,
0.318,0.571,9,0.97,0.667,7,1,-1,"""1-2""",,,
0.346,0.45,2,1.0,0.1,9,3,-1,"""0-1""",,,
0.092,1.0,4,0.97,0.6,6,3,-2,"""0-2""",,,
0.055,0.3,3,0.042,0.444,7,1,1,"""2-1""",,,
0.035,0.8,7,0.731,0.778,6,3,1,"""1-0""",,,
0.381,0.4,2,0.248,0.111,3,2,0,"""1-1""",,,
0.578,0.4,5,0.123,0.591,9,1,1,"""1-0""",,,
0.304,0.25,7,0.114,0.556,0,1,1,"""1-0""",,,
0.184,0.5,1,0.072,0.188,7,2,0,"""2-2""",,,
0.158,0.25,4,0.042,0.5,6,1,1,"""1-0""",,,
0.348,0.4,4,0.535,0.154,7,2,0,"""1-1""",,,
0.499,0.6,4,0.235,0.95,4,3,-2,"""0-2""",,,
