value_h,rank_h,pts_last3_h,value_a,rank_a,pts_last3_a,result,difference,score,1_home_win,2_draw,3_away_win
0.318,0.15,6,0.213,0.5,6,2,0,"""0-0""",,,
0.54,0.393,3,0.6,1.0,9,3,-1,"""0-1""",,,
0.551,0.2,0,0.033,0.8,4,1,1,"""1-0""",,,
0.054,0.75,2,0.788,0.1,1,1,1,"""3-1""",,,
0.117,0.5,4,0.496,0.2,7,3,-1,"""0-2""",,,
0.304,0.889,4,0.391,0.833,1,1,1,"""1-0""",,,
0.502,0.15,0,0.505,0.8,1,3,0,"""0-0""",,,
0.243,0.8,1,0.344,0.8,4,3,-2,"""1-3""",,,
0.055,0.7,6,0.219,0.444,2,1,1,"""2-1""",,,
0.545,0.25,0,1.0,0.722,7,2,0,"""4-3""",,,
0.229,0.75,2,1.0,0.833,1,2,0,"""1-1""",,,
0.466,1.0,6,0.125,0.65,3,3,0,"""0-0""",,,
0.226,0.5,1,0.462,0.45,1,2,0,"""1-1""",,,
0.551,0.75,4,0.853,0.2,2,3,-2,"""0-2""",,,
0.867,0.222,3,0.519,0.154,6,1,1,"""1-0""",,,
0.551,0.05,5,0.562,0.6,3,3,-2,"""1-3""",,,
0.045,0.2,4,0.462,0.3,7,1,1,"""1-0""",,,
0.184,0.25,0,0.541,0.05,7,2,1,"""2-1""",,,
0.042,0.625,0,1.0,0.167,6,3,-3,"""0-3""",,,
0.156,0.85,4,0.123,1.0,7,3,0,"""2-2""",,,
0.731,0.15,4,0.398,0.45,3,1,-2,"""3-3""",,,
0.356,0.75,3,1.0,0.8,1,2,0,"""1-1""",,,
0.551,0.167,3,0.172,0.15,7,1,1,"""2-1""",,,
0.478,1.0,4,0.807,0.05,7,2,0,"""0-0""",,,
0.142,0.1,4,0.223,0.15,1,3,7,"""1-2""",,,
0.5,0.889,5,0.175,0.563,3,2,0,"""3-1""",,,
1.0,0.15,3,1.0,0.409,6,1,2,"""2-0""",,,
1.0,0.15,6,0.051,1.0,6,1,-2,"""2-1""",,,
0.265,0.077,3,0.248,0.188,9,1,1,"""2-0""",,,
0.321,0.6,4,0.126,0.833,0,1,3,"""3-0""",,,
0.555,0.15,4,0.279,0.1,3,1,2,"""3-1""",,,
0.237,0.15,4,0.084,0.95,0,1,2,"""2-0""",,,
0.321,0.65,6,0.044,0.9,5,1,3,"""3-0""",,,
0.304,0.9,3,0.042,0.7,1,2,0,"""3-3""",,,
0.06,0.75,5,0.435,0.45,7,1,1,"""3-2""",,,
0.266,0.833,2,0.298,0.111,9,3,-4,"""0-4""",,,
0.208,0.9,3,0.133,0.286,1,2,0,"""1-1""",,,
0.229,0.5,1,0.114,0.889,6,2,0,"""0-0""",,,
0.226,0.045,7,0.573,0.45,7,3,-1,"""0-1""",,,
0.184,0.125,0,0.786,0.167,6,3,-3,"""0-3""",,,
0.487,0.7,3,1.0,0.15,3,1,1,"""2-0""",,,
0.508,0.5,9,0.661,0.071,7,3,-2,"""1-3""",,,
0.731,1.0,4,0.661,0.438,1,3,-2,"""0-2""",,,
0.067,0.556,4,0.084,0.95,0,3,-1,"""4-2""",,,
0.961,0.05,4,0.877,0.9,7,2,7,"""1-1""",,,
0.983,0.05,9,0.059,0.6,7,3,7,"""2-6""",,,
0.346,0.85,3,1.0,0.389,0,3,-1,"""0-1""",,,
0.272,0.25,7,0.202,0.2,2,1,1,"""3-2""",,,
0.44,0.333,2,0.336,0.75,1,3,-1,"""0-1""",,,
0.066,0.75,4,0.807,0.1,9,1,1,"""3-2""",,,
0.068,0.444,4,0.535,0.3,7,2,0,"""1-1""",,,
1.0,0.393,6,0.042,0.679,4,2,0,"""0-0""",,,
0.362,1.0,3,0.151,0.95,6,3,3,"""0-1""",,,
0.098,0.85,4,0.731,0.2,1,2,0,"""1-1""",,,
0.237,0.15,7,0.431,1.0,3,3,-1,"""0-1""",,,
0.341,0.8,4,0.281,0.1,7,2,7,"""1-1""",,,
0.772,0.15,3,0.15,0.75,6,1,1,"""1-0""",,,
0.427,0.15,4,0.278,0.7,3,1,2,"""4-2""",,,
0.54,0.556,7,0.069,0.6,7,3,-1,"""1-2""",,,
0.138,0.65,3,0.522,0.6,7,3,-1,"""0-1""",,,
0.054,1.0,6,0.398,0.6,1,1,3,"""4-1""",,,
0.743,0.563,2,0.877,0.389,9,3,2,"""3-1""",,,
0.772,1.0,3,0.849,1.0,1,3,-1,"""0-1""",,,
0.123,0.5,4,0.661,0.2,2,3,-2,"""0-2""",,,
0.482,0.75,6,0.075,0.464,2,1,1,"""1-0""",,,
0.1,0.063,1,0.875,0.85,9,1,1,"""1-0""",,,
0.66,0.15,7,0.063,0.4,6,3,-1,"""1-2""",,,
0.173,1.0,6,0.366,0.75,1,2,0,"""1-1""",,,
0.184,0.889,3,0.642,0.1,6,1,1,"""2-6""",,,
0.83,0.9,1,0.219,0.45,1,1,1,"""1-3""",,,
0.092,0.75,3,0.271,0.3,9,1,1,"""1-0""",,,
0.381,1.0,1,1.0,0.75,7,2,0,"""1-1""",,,
0.199,0.1,9,0.132,0.55,3,1,4,"""5-1""",,,
0.223,0.15,2,0.229,0.455,6,3,-2,"""0-1""",,,
0.49,1.0,4,0.211,0.5,7,1,-1,"""4-2""",,,
0.038,0.8,1,0.063,0.563,1,1,0,"""0-0""",,,
0.32,0.889,6,0.412,0.444,6,1,1,"""2-1""",,,
0.265,0.889,3,0.412,0.556,6,1,1,"""2-1""",,,
0.065,0.333,7,0.77,0.6,1,2,1,"""3-2""",,,
0.321,0.222,3,0.044,1.0,6,1,3,"""3-1""",,,
0.197,0.909,6,0.175,0.556,6,3,-1,"""0-1""",,,
0.301,0.45,7,0.084,0.944,3,1,2,"""2-0""",,,
0.545,0.75,4,1.0,0.5,3,1,0,"""1-0""",,,
0.109,0.167,1,0.498,0.429,2,1,0,"""0-2""",,,
1.0,0.278,2,0.298,0.389,1,1,2,"""3-1""",,,
0.366,0.05,3,0.269,0.107,1,3,-1,"""2-6""",,,
0.208,0.15,6,0.097,0.95,1,3,-1,"""0-1""",,,
0.123,0.591,2,0.853,0.1,9,3,-1,"""0-1""",,,
1.0,0.1,9,0.132,0.55,3,1,4,"""5-1""",,,
0.111,0.9,9,0.788,0.6,3,3,-2,"""0-2""",,,
0.038,0.222,5,0.326,0.444,2,1,1,"""1-0""",,,
0.34,0.25,4,0.475,0.154,9,2,3,"""2-0""",,,
0.211,0.2,4,0.877,0.75,9,2,0,"""0-0""",,,
0.067,0.05,6,0.269,0.167,1,3,-1,"""0-0""",,,
0.518,0.5,2,0.462,0.45,4,1,1,"""3-2""",,,
0.518,0.6,3,1.0,0.5,1,3,-1,"""0-3""",,,
0.102,0.45,3,0.158,0.1,1,3,-1,"""0-2""",,,
0.962,0.625,2,0.546,0.429,3,1,2,"""3-1""",,,
0.578,1.0,3,0.075,0.056,7,1,1,"""2-1""",,,
0.109,0.65,2,0.298,0.111,9,3,-4,"""0-4""",,,
0.321,0.15,6,0.093,1.0,1,1,3,"""3-0""",,,
0.203,0.5,1,0.17,0.15,2,2,0,"""1-1""",,,
0.114,0.071,4,0.535,0.6,9,2,0,"""2-2""",,,
0.199,0.611,2,0.063,0.188,9,1,2,"""2-6""",,,
0.155,0.8,5,0.349,0.2,3,2,0,"""1-1""",,,
0.5,0.25,4,0.114,0.333,5,3,3,"""3-0""",,,
0.356,0.95,0,1.0,1.0,9,2,0,"""0-0""",,,
0.038,0.05,7,0.097,0.944,7,3,7,"""4-3""",,,
0.318,0.056,7,0.126,0.833,7,3,3,"""3-0""",,,
0.038,0.75,4,0.108,0.222,7,1,1,"""2-1""",,,
0.381,0.25,4,0.522,0.667,1,1,3,"""1-2""",,,
0.626,0.909,6,0.063,0.167,6,3,-1,"""1-2""",,,
0.61,0.125,9,0.609,0.167,6,3,-3,"""0-3""",,,
0.382,0.95,3,0.051,0.8,4,2,1,"""0-0""",,,
1.0,0.1,9,0.044,0.875,3,2,4,"""5-1""",,,
0.487,0.65,4,0.08,0.1,1,1,2,"""2-1""",,,
0.155,1.0,6,0.522,0.222,1,2,0,"""1-1""",,,
0.341,0.85,4,0.409,0.45,7,3,-2,"""1-5""",,,
0.5,0.85,4,0.133,0.2,0,2,0,"""1-1""",,,
0.208,0.5,6,0.093,0.8,6,2,0,"""1-1""",,,
0.545,0.667,4,0.248,0.5,6,1,3,"""1-0""",,,
0.083,0.278,6,0.336,0.409,5,2,0,"""1-1""",,,
0.12,0.462,7,0.158,0.1,9,3,-1,"""0-1""",,,
0.501,0.3,3,0.462,0.9,1,1,2,"""1-1""",,,
0.459,1.0,3,0.133,0.722,1,2,0,"""2-2""",,,
0.073,0.6,6,0.219,0.15,9,1,1,"""1-0""",,,
0.612,0.25,4,1.0,0.1,6,3,1,"""3-2""",,,
0.229,0.136,4,0.093,0.6,9,2,0,"""1-0""",,,
0.961,0.111,9,0.1,0.667,7,1,5,"""6-1""",,,
0.362,0.167,3,1.0,0.1,9,1,1,"""2-1""",,,
0.32,0.65,3,0.487,0.85,9,1,1,"""1-0""",,,
0.211,0.25,7,0.28,0.15,7,2,0,"""1-1""",,,
0.226,0.85,1,0.286,0.136,7,3,-1,"""1-2""",,,
0.983,0.111,9,0.059,0.667,7,1,5,"""6-1""",,,
0.34,0.889,6,0.126,0.85,4,3,-2,"""0-2""",,,
0.133,0.95,1,0.072,0.15,2,2,0,"""1-1""",,,
0.635,0.636,4,0.562,0.778,3,3,-2,"""1-2""",,,
0.356,0.95,2,0.807,0.1,9,3,0,"""1-1""",,,
0.211,0.95,4,0.111,0.15,2,1,0,"""1-0""",,,
0.5,0.8,2,0.387,0.75,9,2,0,"""2-2""",,,
0.518,0.75,1,0.97,0.45,7,1,1,"""1-5""",,,
0.772,0.462,7,1.0,0.95,0,3,-1,"""0-1""",,,
0.197,0.333,3,0.612,0.25,1,3,2,"""2-0""",,,
0.409,0.3,7,0.175,0.95,6,1,2,"""4-2""",,,
0.402,1.0,3,0.159,0.8,9,2,0,"""1-1""",,,
0.343,0.071,4,0.219,0.9,2,2,0,"""1-1""",,,
0.597,0.15,4,0.211,0.875,6,1,1,"""2-1""",,,
0.983,0.111,9,0.059,0.667,7,1,5,"""5-0""",,,
0.61,0.556,4,0.348,0.4,6,3,-1,"""0-1""",,,
0.359,0.8,6,0.155,0.65,3,3,-1,"""1-2""",,,
0.678,0.278,4,0.22,0.6,3,1,3,"""3-0""",,,
1.0,0.2,4,0.205,0.778,6,2,0,"""0-0""",,,
0.184,0.3,1,0.042,0.15,7,2,0,"""1-1""",,,
0.612,0.636,5,0.252,0.2,2,3,-2,"""0-2""",,,
0.237,0.15,4,0.084,0.95,0,1,3,"""3-0""",,,
0.466,0.85,4,0.661,0.389,9,3,-2,"""0-2""",,,
0.052,0.167,0,0.853,0.125,3,2,0,"""1-1""",,,
0.185,0.136,0,0.094,0.75,7,1,1,"""1-1""",,,
0.345,0.444,0,0.219,0.5,2,1,1,"""2-1""",,,
0.038,0.625,2,0.882,0.5,9,3,-1,"""1-2""",,,
0.465,0.5,2,0.398,0.6,1,1,2,"""1-1""",,,
0.114,0.667,6,0.219,0.154,6,3,3,"""2-1""",,,
0.08,1.0,3,0.076,0.7,3,2,0,"""1-1""",,,
0.223,0.111,6,0.68,0.286,1,2,0,"""1-1""",,,
0.466,0.333,0,0.042,0.3,9,2,0,"""1-1""",,,
0.431,1.0,7,0.139,0.111,9,2,0,"""2-2""",,,
0.609,0.6,6,0.044,0.95,1,1,3,"""3-0""",,,
0.764,0.4,3,0.731,0.5,7,2,0,"""2-2""",,,
0.038,0.667,4,0.248,0.444,2,1,1,"""1-0""",,,
0.58,0.85,6,0.431,0.45,4,3,0,"""0-0""",,,
0.054,0.611,4,0.715,0.15,7,1,-2,"""1-0""",,,
0.551,0.9,4,0.487,0.45,7,3,-2,"""0-2""",,,
0.203,0.909,6,0.08,0.75,1,3,0,"""0-0""",,,
0.961,0.85,4,0.059,0.071,7,3,5,"""4-0""",,,
0.5,0.3,1,0.218,0.2,2,2,0,"""0-2""",,,
0.508,0.611,4,0.406,0.4,3,2,0,"""2-3""",,,
0.518,0.167,1,0.348,0.8,4,1,1,"""2-1""",,,
0.036,0.9,2,0.281,1.0,9,3,3,"""0-0""",,,
0.138,0.111,3,0.295,0.071,3,1,3,"""3-0""",,,
0.191,0.75,4,0.466,0.1,3,3,1,"""1-0""",,,
0.249,1.0,4,0.541,0.05,7,1,1,"""1-0""",,,
0.44,0.4,9,1.0,0.389,9,3,-1,"""0-1""",,,
0.555,0.45,4,0.349,0.4,7,1,-1,"""0-1""",,,
0.487,0.167,2,0.6,0.45,9,3,1,"""2-1""",,,
0.545,0.222,1,0.412,0.444,2,1,1,"""1-0""",,,
0.272,0.05,4,0.042,0.15,9,1,1,"""2-6""",,,
0.249,0.75,4,0.387,0.75,7,2,0,"""1-1""",,,
0.612,0.35,5,0.788,0.2,3,3,-2,"""1-3""",,,
0.17,0.75,1,0.223,0.7,6,2,0,"""2-2""",,,
0.204,0.25,9,0.202,0.6,3,2,-2,"""4-1""",,,
0.073,0.85,3,0.094,0.8,3,3,-1,"""1-1""",,,
0.109,0.65,2,0.151,0.1,9,3,-1,"""0-1""",,,
0.363,0.25,4,0.205,0.15,9,1,1,"""3-1""",,,
0.465,0.708,4,0.12,0.722,9,2,0,"""1-1""",,,
0.381,0.25,4,0.6,0.125,9,1,1,"""1-0""",,,
0.34,0.75,4,0.084,0.85,7,3,-2,"""1-2""",,,
1.0,0.5,1,0.042,0.083,3,1,-2,"""2-0""",,,
0.525,0.722,6,0.295,1.0,1,1,3,"""7-0""",,,
0.208,1.0,0,0.284,0.9,1,2,0,"""1-1""",,,
0.32,0.45,1,0.249,0.5,6,1,1,"""2-1""",,,
1.0,0.045,4,1.0,0.679,7,3,-1,"""0-1""",,,
0.038,0.944,3,0.315,0.667,1,3,3,"""0-1""",,,
0.13,0.833,2,0.298,0.455,9,3,-4,"""0-4""",,,
0.08,0.9,4,0.235,0.083,3,2,0,"""1-1""",,,
0.366,0.45,2,0.175,0.909,3,1,2,"""2-0""",,,
0.609,0.65,6,0.563,0.6,1,1,3,"""3-0""",,,
0.117,0.5,4,0.522,0.5,3,3,-1,"""0-2""",,,
0.466,0.375,6,0.158,0.292,6,3,-1,"""0-1""",,,
0.882,0.05,4,0.498,0.7,1,2,0,"""1-1""",,,
0.208,0.25,4,0.366,1.0,5,2,0,"""4-1""",,,
0.431,0.8,2,0.642,0.75,9,2,0,"""1-1""",,,
0.402,0.3,3,0.563,0.05,2,1,1,"""1-0""",,,
0.138,0.35,2,0.266,0.6,7,1,7,"""0-2""",,,
0.356,0.136,6,1.0,0.438,1,2,0,"""1-1""",,,
0.237,0.15,4,0.084,0.95,0,1,3,"""4-2""",,,
0.578,0.75,4,1.0,0.1,9,3,1,"""1-0""",,,
0.066,1.0,3,0.218,0.75,1,2,0,"""1-1""",,,
0.574,0.389,6,0.06,0.45,7,2,0,"""0-0""",,,
1.0,0.1,9,0.268,0.55,3,1,4,"""5-1""",,,
0.44,0.45,4,1.0,0.95,6,3,-1,"""0-1""",,,
0.065,0.45,7,0.07,0.364,3,3,-1,"""1-2""",,,
0.882,0.071,3,0.108,0.75,7,1,-1,"""4-1""",,,
0.343,0.722,4,0.203,0.7,9,1,1,"""3-2""",,,
0.301,0.45,2,0.066,0.1,3,1,2,"""2-0""",,,
0.409,0.1,4,0.218,0.2,3,2,0,"""1-1""",,,
1.0,0.1,9,0.268,0.6,3,1,4,"""5-1""",,,
0.12,0.462,7,0.069,0.95,9,3,-1,"""0-1""",,,
0.44,0.045,3,0.431,0.5,1,3,-2,"""0-1""",,,
0.11,0.556,6,0.391,1.0,1,3,2,"""0-1""",,,
0.574,0.5,4,0.28,0.5,5,2,0,"""1-1""",,,
0.117,0.077,4,0.815,0.6,9,3,-2,"""1-3""",,,
0.416,0.2,4,0.642,0.107,7,2,0,"""2-2""",,,
0.409,0.7,3,0.474,0.7,7,2,0,"""1-1""",,,
0.427,0.65,4,0.248,0.1,9,3,-2,"""2-4""",,,
0.054,0.071,6,0.398,1.0,1,1,-1,"""1-1""",,,
0.203,0.05,6,0.08,0.071,1,2,0,"""0-0""",,,
0.518,0.75,1,0.203,0.444,4,1,1,"""2-1""",,,
0.961,0.05,9,0.059,0.667,7,3,5,"""6-1""",,,
0.067,0.944,0,1.0,0.111,9,3,-4,"""1-4""",,,
0.054,0.591,2,0.11,0.95,0,1,2,"""2-0""",,,
0.465,0.444,6,0.051,0.167,1,1,3,"""4-3""",,,
0.487,0.25,4,0.565,0.3,3,1,-1,"""1-2""",,,
0.34,0.667,6,0.269,0.167,1,1,1,"""2-1""",,,
0.086,0.889,6,0.391,0.444,6,1,1,"""2-1""",,,
0.301,0.278,6,0.125,0.7,3,1,2,"""2-0""",,,
0.203,0.773,6,0.475,0.286,1,2,0,"""0-0""",,,
0.882,1.0,6,0.343,0.889,1,2,0,"""1-1""",,,
0.348,0.833,0,0.298,0.111,9,3,-4,"""0-4""",,,
1.0,0.667,6,0.093,0.889,6,1,1,"""4-2""",,,
0.466,0.85,7,0.519,0.3,7,3,1,"""2-1""",,,
0.525,0.75,2,0.409,0.45,4,3,-2,"""1-3""",,,
0.431,0.889,0,0.111,0.444,1,1,1,"""2-1""",,,
0.66,0.889,6,0.398,0.444,6,2,3,"""0-2""",,,
0.61,0.125,9,0.609,0.313,6,3,-3,"""0-3""",,,
0.374,0.9,3,0.211,0.722,1,3,1,"""1-3""",,,
0.341,0.5,3,0.252,0.85,1,3,-2,"""0-2""",,,
0.123,0.85,4,0.558,0.25,2,3,-2,"""0-2""",,,
0.109,0.889,6,0.236,0.292,3,3,-1,"""1-3""",,,
0.052,0.889,6,0.211,0.167,1,1,1,"""2-1""",,,
0.235,0.15,1,0.752,0.65,2,2,0,"""1-1""",,,
0.955,0.889,6,0.236,0.4,6,1,1,"""2-1""",,,
0.158,0.6,3,0.219,0.5,7,1,1,"""1-0""",,,
0.409,0.333,4,0.286,0.5,1,3,1,"""0-1""",,,
0.158,0.3,3,0.123,0.444,4,1,1,"""2-1""",,,
0.612,0.1,6,0.271,0.5,6,1,1,"""2-1""",,,
0.518,0.25,4,0.207,1.0,9,1,1,"""3-2""",,,
0.114,0.85,6,0.68,1.0,3,2,0,"""1-1""",,,
0.099,0.85,4,0.77,0.3,4,2,0,"""1-1""",,,
0.44,0.607,3,0.151,1.0,1,3,-1,"""0-1""",,,
0.499,0.15,4,0.612,1.0,1,1,3,"""2-0""",,,
0.123,0.05,4,0.208,0.5,7,3,-2,"""1-3""",,,
0.459,0.5,6,0.343,0.4,0,3,3,"""2-0""",,,
0.381,0.75,1,0.093,0.5,9,1,1,"""1-0""",,,
0.1,0.2,4,0.398,0.464,5,2,0,"""1-1""",,,
0.44,0.556,1,0.558,0.1,4,3,-1,"""1-2""",,,
0.235,0.722,3,0.389,0.5,6,1,2,"""0-1""",,,
0.597,0.393,3,0.207,0.5,7,1,1,"""1-0""",,,
1.0,0.25,1,0.235,0.45,7,1,1,"""1-2""",,,
0.412,0.25,7,0.397,0.5,3,2,0,"""1-1""",,,
0.218,0.5,4,0.131,0.8,4,2,0,"""1-1""",,,
0.204,0.125,4,0.326,0.1,5,3,5,"""3-0""",,,
0.381,0.15,3,0.084,0.55,0,1,3,"""3-0""",,,
0.184,0.125,0,1.0,0.167,6,3,-3,"""0-3""",,,
0.459,0.45,4,0.522,0.6,9,3,-2,"""1-3""",,,
0.133,0.35,2,0.214,0.909,3,1,2,"""2-0""",,,
0.223,0.15,0,0.218,0.45,6,2,0,"""1-1""",,,
0.042,0.125,9,0.609,0.042,6,3,-3,"""0-3""",,,
0.34,0.6,4,0.084,0.4,5,1,3,"""3-0""",,,
0.983,0.111,9,0.1,0.667,7,1,5,"""6-1""",,,
0.459,0.722,6,0.343,0.6,1,3,-1,"""1-2""",,,
0.427,0.438,6,0.044,0.875,1,1,3,"""3-0""",,,
0.067,0.667,2,1.0,0.083,7,3,-1,"""0-1""",,,
0.381,0.55,0,0.462,0.222,3,2,0,"""2-2""",,,
0.065,0.15,2,0.218,0.679,2,2,0,"""1-1""",,,
0.731,0.25,5,0.366,0.1,9,1,1,"""3-2""",,,
0.597,0.393,1,0.203,0.154,6,1,1,"""2-1""",,,
0.211,0.65,4,0.882,0.1,3,1,0,"""4-1""",,,
0.416,0.15,6,0.272,1.0,3,2,0,"""1-1""",,,
0.12,0.45,6,0.069,0.95,6,3,-1,"""0-1""",,,
0.49,0.25,5,0.962,0.15,3,1,1,"""1-0""",,,
0.237,0.15,6,0.084,0.95,0,1,2,"""4-2""",,,
0.661,0.625,0,0.271,0.5,6,1,1,"""2-1""",,,
0.555,0.15,4,0.349,0.5,3,1,2,"""2-0""",,,
0.173,0.667,3,0.921,1.0,1,2,0,"""2-2""",,,
0.857,0.75,3,0.093,0.15,7,2,0,"""1-1""",,,
0.098,0.375,4,0.097,0.75,9,3,0,"""0-1""",,,
0.156,0.188,3,0.558,0.6,1,3,-2,"""0-1""",,,
0.185,0.65,2,0.661,0.292,9,3,-4,"""0-2""",,,
0.32,0.222,0,0.075,0.444,6,1,1,"""2-1""",,,
0.197,0.333,3,0.131,0.95,0,1,2,"""2-0""",,,
0.142,0.778,6,0.498,0.8,1,2,0,"""1-1""",,,
0.321,0.056,4,0.541,1.0,9,1,1,"""2-1""",,,
0.108,0.833,2,0.042,0.111,9,1,1,"""1-0""",,,
0.341,0.85,6,0.549,0.591,5,3,-1,"""0-2""",,,
0.807,0.773,0,0.496,0.6,1,2,0,"""2-0""",,,
0.502,0.389,2,0.17,0.6,3,2,0,"""1-1""",,,
0.363,0.444,9,0.219,0.1,6,1,3,"""2-0""",,,
0.102,0.15,4,0.07,0.85,7,3,-2,"""0-2""",,,
0.26,0.375,2,0.076,0.611,9,3,-2,"""0-2""",,,
0.173,0.8,4,0.795,0.45,7,2,0,"""1-1""",,,
0.597,0.556,3,0.042,0.444,6,1,1,"""2-1""",,,
0.739,0.45,0,0.254,0.944,3,1,2,"""3-1""",,,
0.156,0.75,5,0.203,0.8,2,1,1,"""1-0""",,,
0.518,0.2,1,0.207,0.45,2,1,1,"""1-0""",,,
0.086,0.45,7,0.489,0.95,0,3,2,"""0-1""",,,
0.199,0.85,6,0.179,0.15,1,2,0,"""0-0""",,,
1.0,0.889,6,0.612,0.222,6,3,-1,"""1-5""",,,
0.612,0.6,9,0.059,0.25,3,3,7,"""1-2""",,,
0.203,0.773,5,0.271,0.1,3,2,0,"""1-1""",,,
0.092,0.5,5,0.072,0.25,2,3,-2,"""0-2""",,,
0.612,0.6,4,0.22,0.5,1,1,1,"""3-0""",,,
0.66,0.136,1,0.172,0.45,6,1,1,"""2-1""",,,
0.382,0.5,5,0.562,0.455,3,3,-2,"""1-3""",,,
0.098,0.2,6,0.139,0.889,1,2,0,"""1-1""",,,
0.1,0.3,4,0.044,0.35,3,2,0,"""1-1""",,,
0.49,0.8,4,0.546,0.1,9,1,1,"""1-0""",,,
0.32,0.6,6,0.519,0.5,6,1,1,"""1-0""",,,
0.499,0.15,6,0.398,1.0,1,1,3,"""3-0""",,,
0.158,0.615,4,0.203,1.0,9,1,1,"""1-0""",,,
0.197,0.313,1,0.225,0.95,0,1,2,"""2-0""",,,
0.482,0.333,4,0.17,0.2,4,2,0,"""2-2""",,,
0.525,0.278,3,0.462,0.591,7,1,1,"""1-0""",,,
0.12,0.333,3,0.544,0.231,0,3,-1,"""0-1""",,,
1.0,0.8,4,0.219,0.4,3,1,2,"""2-3""",,,
0.052,0.333,6,0.093,0.6,6,2,0,"""1-1""",,,
0.362,0.75,4,0.406,0.417,5,1,3,"""0-1""",,,
0.551,0.75,7,0.431,0.85,1,3,1,"""1-2""",,,
0.218,0.333,6,0.398,1.0,1,1,3,"""3-0""",,,
0.345,0.05,9,0.406,0.667,7,1,5,"""2-1""",,,
0.26,0.444,4,0.505,0.111,2,3,-1,"""0-1""",,,
0.06,0.35,2,0.385,0.5,3,1,2,"""3-1""",,,
0.543,0.5,4,1.0,0.45,9,2,0,"""2-2""",,,
0.983,0.111,9,0.1,0.667,7,1,5,"""5-0""",,,
0.262,0.5,4,0.398,0.125,7,2,0,"""1-1""",,,
0.431,0.8,5,0.158,0.167,1,2,0,"""3-3""",,,
0.237,1.0,3,0.398,1.0,1,1,3,"""4-3""",,,
0.17,0.75,4,0.875,0.85,7,3,0,"""0-1""",,,
0.068,0.625,0,1.0,0.0625,9,3,-4,"""1-4""",,,
0.743,0.636,4,0.544,0.45,7,3,-1,"""1-2""",,,
0.466,0.045,9,0.558,0.2,3,3,-1,"""1-2""",,,
0.045,0.563,3,0.501,0.1,3,3,-1,"""0-1""",,,
0.466,0.611,9,0.549,0.2,3,3,-2,"""1-3""",,,
0.08,0.9,6,0.202,0.9,4,2,0,"""0-0""",,,
0.356,0.607,1,0.159,0.154,7,1,1,"""1-0""",,,
0.173,0.136,3,0.675,0.3,4,2,0,"""2-2""",,,
1.0,0.667,5,0.203,0.65,1,1,1,"""2-0""",,,
0.123,0.583,5,0.252,0.8,2,3,-2,"""0-2""",,,
0.374,0.188,4,0.466,0.3,9,2,0,"""2-2""",,,
0.501,0.833,2,0.214,0.25,0,1,2,"""2-0""",,,
0.272,0.3,6,0.249,0.3,4,2,0,"""1-1""",,,
0.444,0.65,4,1.0,0.1,9,3,-1,"""0-1""",,,
0.262,0.389,3,0.064,0.6,9,2,0,"""1-1""",,,
0.382,0.15,2,0.076,0.107,9,2,0,"""3-3""",,,
0.068,0.833,0,1.0,0.0625,9,3,-4,"""1-4""",,,
0.291,0.625,4,0.205,0.1,9,2,0,"""1-3""",,,
0.203,0.9,3,0.535,0.45,1,2,0,"""0-0""",,,
0.321,0.222,6,0.051,1.0,1,1,3,"""3-0""",,,
0.067,0.833,2,0.298,0.611,9,3,-4,"""0-4""",,,
0.643,0.65,2,0.218,0.611,9,3,-1,"""0-4""",,,
0.961,0.05,4,0.059,0.667,6,1,7,"""5-1""",,,
0.739,0.25,3,0.051,0.188,9,1,1,"""3-2""",,,
0.185,0.611,2,0.661,0.25,9,3,-2,"""0-2""",,,
0.502,0.2,6,0.962,0.6,1,2,0,"""1-1""",,,
0.142,0.3,3,0.272,0.9,7,2,0,"""1-1""",,,
0.455,0.5,3,0.094,0.1,4,3,-1,"""0-1""",,,
0.555,0.45,0,0.715,0.5,4,1,2,"""3-1""",,,
0.867,0.55,2,0.17,0.222,3,2,0,"""1-1""",,,
0.49,0.25,4,0.275,0.45,3,3,-2,"""0-2""",,,
0.173,0.85,1,0.122,0.75,1,2,0,"""1-1""",,,
0.054,0.278,3,0.409,1.0,3,1,-1,"""1-0""",,,
0.34,0.375,2,0.68,0.75,2,1,3,"""4-1""",,,
0.739,0.45,4,0.336,0.188,3,3,2,"""3-1""",,,
1.0,0.05,9,0.788,0.7,3,3,-1,"""4-0""",,,
0.545,0.6,5,0.298,0.188,9,1,1,"""1-0""",,,
0.66,0.65,2,0.063,0.389,4,1,3,"""4-1""",,,
0.58,0.85,4,0.155,0.429,3,3,-2,"""1-1""",,,
0.739,1.0,3,1.0,0.611,9,3,-4,"""0-1""",,,
0.518,0.65,1,0.203,0.333,9,1,1,"""1-0""",,,
0.054,0.3,4,0.22,0.65,3,3,2,"""2-0""",,,
0.052,0.8,0,0.093,0.45,1,1,0,"""1-1""",,,
0.223,0.4,4,0.163,0.1,9,3,-2,"""1-1""",,,
0.067,0.833,0,1.0,0.111,9,3,-4,"""1-4""",,,
0.098,0.056,3,0.295,0.833,5,1,3,"""3-0""",,,
0.402,0.591,3,0.235,0.556,2,1,1,"""1-0""",,,
0.661,0.667,6,0.269,0.556,6,1,1,"""2-1""",,,
0.155,0.75,1,1.0,0.889,9,2,0,"""1-1""",,,
