value_h,rank_h,pts_last3_h,value_a,rank_a,pts_last3_a,result,difference,score,1_home_win,2_draw,3_away_win
0.518,0.75,0,1.0,0.1,9,2,0,"""1-0""",,,
0.518,0.688,7,0.519,0.667,7,1,1,"""1-4""",,,
0.098,0.4,4,0.048,1.0,0,2,-1,"""0-0""",,,
0.409,0.278,4,0.366,0.107,3,2,4,"""2-2""",,,
0.518,0.179,3,0.206,0.071,7,1,1,"""2-1""",,,
0.32,0.2,3,0.123,0.556,6,1,1,"""2-1""",,,
0.635,0.6,4,0.558,0.667,2,3,-2,"""0-2""",,,
0.218,0.85,2,0.072,0.8,2,2,1,"""1-0""",,,
0.612,0.667,1,0.205,0.8,4,2,0,"""0-0""",,,
0.098,0.05,6,0.501,0.8,4,2,0,"""0-0""",,,
0.098,0.4,0,0.731,0.75,4,2,0,"""1-1""",,,
0.487,0.5,5,0.042,0.455,2,2,0,"""0-0""",,,
0.731,0.636,5,0.549,0.2,4,3,-2,"""0-2""",,,
0.527,0.389,3,0.22,0.889,1,2,0,"""0-0""",,,
1.0,0.75,6,1.0,0.5,6,3,-1,"""1-2""",,,
0.612,0.05,3,0.097,0.45,7,1,2,"""1-2""",,,
0.501,0.833,5,0.505,1.0,3,1,2,"""3-1""",,,
0.508,0.05,6,0.731,1.0,4,3,-1,"""2-0""",,,
0.487,0.75,2,1.0,0.722,2,1,1,"""2-1""",,,
0.366,0.35,7,0.397,0.3,4,1,2,"""2-0""",,,
0.266,0.65,2,1.0,0.1,9,3,-4,"""0-4""",,,
0.362,0.4,4,0.125,0.107,6,1,1,"""2-1""",,,
0.55,0.6,4,0.562,0.778,3,3,-2,"""0-2""",,,
0.045,0.25,2,0.731,0.1,5,2,-1,"""0-1""",,,
0.073,0.778,2,0.08,0.9,4,2,0,"""0-0""",,,
0.402,0.25,4,0.072,0.1,3,1,1,"""1-0""",,,
0.867,0.45,4,0.225,0.95,3,1,1,"""3-3""",,,
0.204,0.563,4,0.084,1.0,4,1,3,"""2-0""",,,
0.13,0.6,4,0.344,0.25,2,3,-2,"""0-2""",,,
0.518,0.4,3,0.391,0.5,3,1,1,"""2-1""",,,
0.882,0.05,6,0.06,0.556,1,1,3,"""3-0""",,,
0.961,0.05,9,0.059,0.45,7,1,5,"""6-1""",,,
0.508,0.688,6,0.069,0.438,7,3,-1,"""0-1""",,,
0.08,0.6,4,0.566,0.8,4,2,0,"""0-0""",,,
1.0,0.1,9,0.268,0.55,3,1,4,"""5-1""",,,
0.341,0.75,5,0.402,0.85,3,1,-1,"""4-1""",,,
0.138,0.6,4,0.462,0.8,3,3,-1,"""1-2""",,,
0.318,0.571,5,0.487,0.2,3,1,2,"""3-1""",,,
0.482,0.6,4,0.097,0.667,5,3,-1,"""1-2""",,,
0.265,0.75,0,0.6,0.05,2,1,1,"""1-0""",,,
0.609,0.125,4,0.295,0.464,5,1,3,"""3-0""",,,
0.527,0.2,2,1.0,0.679,9,2,0,"""1-1""",,,
0.857,0.393,1,0.203,0.944,4,1,2,"""2-0""",,,
0.108,0.179,3,0.206,0.85,7,1,1,"""2-1""",,,
0.055,0.444,2,0.406,0.4,3,1,1,"""1-0""",,,
0.499,0.75,0,0.111,0.3,7,1,1,"""1-0""",,,
0.55,0.6,7,0.275,0.455,2,3,-2,"""0-2""",,,
0.301,0.45,2,0.19,0.438,4,1,2,"""2-0""",,,
0.5,0.75,4,0.072,0.1,9,3,1,"""1-0""",,,
0.574,0.25,5,0.042,0.563,9,1,1,"""3-1""",,,
0.1,0.833,5,0.397,0.3,3,1,2,"""3-1""",,,
0.184,0.6,2,0.165,0.455,3,1,3,"""4-1""",,,
0.66,0.75,0,1.0,0.5,6,1,1,"""2-1""",,,
0.66,0.65,3,0.248,0.85,7,1,1,"""0-1""",,,
0.068,0.625,0,1.0,0.0625,9,3,-3,"""1-4""",,,
0.416,0.889,3,0.042,0.5,0,3,0,"""0-1""",,,
0.045,0.15,4,0.715,1.0,6,3,-1,"""0-1""",,,
0.203,0.8,4,0.133,0.15,1,2,0,"""1-1""",,,
0.235,1.0,4,0.795,0.75,2,2,0,"""1-1""",,,
1.0,0.85,0,0.286,0.5,4,2,0,"""0-0""",,,
0.272,0.75,4,0.252,0.15,2,1,1,"""1-0""",,,
0.092,0.75,0,0.97,0.75,7,3,-1,"""0-1""",,,
0.473,0.417,0,0.336,0.5,1,2,1,"""0-1""",,,
0.731,0.773,5,0.043,0.2,3,2,0,"""0-0""",,,
0.204,0.55,6,0.126,0.875,1,1,3,"""3-0""",,,
0.61,0.417,9,0.609,0.313,6,3,-3,"""0-3""",,,
0.098,0.4,3,0.544,0.6,4,3,-1,"""0-1""",,,
0.578,0.15,0,0.097,0.6,6,3,-1,"""0-1""",,,
0.084,0.111,4,0.044,0.15,0,1,1,"""1-0""",,,
0.304,0.1,2,0.519,0.944,3,1,2,"""1-1""",,,
1.0,0.15,4,0.051,0.7,5,1,2,"""2-0""",,,
0.258,0.893,6,0.281,0.083,3,3,4,"""1-0""",,,
0.366,0.615,7,0.402,0.5,7,1,1,"""2-1""",,,
0.584,0.833,1,0.225,0.5,3,1,2,"""3-1""",,,
0.61,0.125,9,0.609,0.042,6,3,-3,"""0-3""",,,
0.066,0.5,3,0.398,0.35,4,2,0,"""2-2""",,,
0.321,0.056,4,0.044,0.9,3,1,3,"""3-0""",,,
0.482,1.0,6,0.402,0.8,1,3,-1,"""0-1""",,,
0.12,0.333,3,0.435,0.438,0,3,-1,"""0-1""",,,
0.13,0.9,0,0.398,0.2,6,2,0,"""1-1""",,,
0.857,0.9,4,0.962,0.778,9,2,0,"""1-1""",,,
0.243,0.438,4,0.044,1.0,5,1,3,"""3-0""",,,
0.5,0.25,6,0.466,0.5,7,2,0,"""1-1""",,,
0.155,0.5,0,0.043,1.0,3,2,0,"""1-1""",,,
0.61,0.417,1,0.786,0.167,6,3,-3,"""0-3""",,,
0.431,0.85,6,0.133,0.55,3,3,0,"""0-0""",,,
0.12,0.688,3,0.882,0.95,0,3,-1,"""0-1""",,,
0.427,0.55,6,0.051,1.0,1,1,3,"""3-0""",,,
0.066,0.35,6,0.402,0.5,4,3,-1,"""2-3""",,,
0.485,0.85,6,0.566,1.0,4,3,-1,"""1-2""",,,
0.743,0.95,5,0.11,0.8,4,3,-2,"""0-0""",,,
0.518,0.45,4,0.406,0.464,9,1,1,"""1-0""",,,
0.325,0.9,5,0.815,0.2,4,3,-2,"""3-3""",,,
0.635,0.85,4,0.435,0.1,3,3,-2,"""0-2""",,,
0.211,0.833,1,0.462,0.278,4,2,0,"""0-0""",,,
0.111,0.2,2,0.139,0.722,4,2,0,"""0-0""",,,
0.341,0.3,2,1.0,0.778,9,2,0,"""0-2""",,,
0.731,0.333,1,0.269,0.65,7,1,2,"""2-0""",,,
0.444,0.563,3,0.069,0.95,0,3,-1,"""0-1""",,,
0.61,0.375,0,0.609,0.313,6,3,-3,"""0-3""",,,
0.427,0.125,4,0.126,1.0,1,1,3,"""3-0""",,,
0.123,0.8,1,0.094,0.5,4,2,-1,"""0-1""",,,
0.555,0.15,5,0.412,0.75,3,1,2,"""3-3",,,
0.208,0.3,0,0.139,0.6,9,2,0,"""2-2""",,,
0.5,0.3,2,0.139,0.75,9,2,0,"""1-1""",,,
0.739,0.05,7,0.271,0.667,4,1,3,"""4-1""",,,
0.508,0.417,0,1.0,0.167,6,3,-3,"""0-3""",,,
0.345,0.75,4,0.6,0.1,2,1,1,"""1-0""",,,
0.743,0.9,1,0.409,0.8,4,3,-2,"""1-3""",,,
0.123,0.65,0,1.0,0.1,9,3,1,"""0-1""",,,
1.0,0.778,0,0.202,1.0,6,2,0,"""0-1""",,,
0.084,0.444,5,0.08,0.444,6,1,1,"""2-1""",,,
0.197,0.333,1,0.11,0.65,4,1,2,"""3-3",,,
0.5,0.1,4,0.366,0.15,3,2,0,"""2-2""",,,
0.454,0.85,0,0.284,0.222,9,2,-1,"""3-3""",,,
0.111,0.4,5,0.284,0.7,3,1,0,"""0-0""",,,
0.609,0.438,4,0.084,0.688,5,1,3,"""3-0""",,,
0.273,0.615,5,0.609,0.722,3,1,1,"""3-2""",,,
0.32,0.222,6,0.051,0.556,6,1,1,"""2-1""",,,
0.208,0.4,6,0.111,0.722,4,2,0,"""2-2""",,,
0.197,0.333,3,0.11,0.944,0,1,2,"""2-0""",,,
0.612,0.5,4,0.072,0.75,6,2,0,"""1-1""",,,
0.578,0.333,3,0.094,0.6,0,1,-1,"""0-1""",,,
0.518,0.222,1,0.501,0.556,7,1,1,"""2-1""",,,
0.961,0.05,9,0.1,0.45,7,1,5,"""5-0""",,,
0.362,0.625,3,0.487,0.8,3,2,1,"""0-0""",,,
0.273,0.375,6,0.402,0.2,4,3,-1,"""1-2""",,,
0.661,0.625,0,0.402,0.8,4,1,1,"""1-0""",,,
1.0,0.278,9,1.0,0.55,3,1,4,"""5-1""",,,
0.409,0.556,6,0.849,1.0,3,2,0,"""0-0""",,,
0.518,0.667,5,0.807,0.875,1,1,3,"""0-0""",,,
0.867,0.222,4,0.15,0.429,7,1,1,"""2-1""",,,
0.117,0.214,1,0.731,0.2,4,2,0,"""1-3""",,,
0.243,0.667,4,0.108,1.0,3,1,1,"""3-0""",,,
0.807,0.444,6,0.163,0.6,6,1,1,"""1-0""",,,
0.098,0.179,3,0.409,0.45,4,2,0,"""0-0""",,,
0.237,0.6,4,0.084,0.95,7,3,-1,"""0-1""",,,
0.5,0.625,7,0.076,0.722,4,2,0,"""3-2""",,,
0.211,0.722,2,0.535,0.083,4,2,0,"""1-1""",,,
0.882,0.05,3,0.048,0.5,7,1,3,"""3-0""",,,
0.612,0.188,6,0.385,0.5,5,2,0,"""0-0""",,,
0.237,0.15,6,0.385,0.5,6,1,2,"""4-2""",,,
0.34,0.556,4,0.072,0.2,3,3,-2,"""2-3""",,,
1.0,0.15,6,0.286,1.0,1,3,-1,"""0-1""",,,
0.06,0.833,1,0.505,0.111,4,1,2,"""3-1""",,,
0.5,0.625,2,1.0,0.1,9,2,1,"""1-1""",,,
0.857,0.389,5,0.043,0.6,4,2,0,"""2-2""",,,
0.1,0.722,2,0.225,0.4,6,1,2,"""3-1""",,,
0.325,0.833,5,0.489,1.0,4,1,2,"""3-3",,,
0.983,0.05,7,0.1,0.667,7,1,1,"""5-0""",,,
0.073,0.393,6,0.248,0.464,6,1,1,"""2-1""",,,
0.133,0.6,7,0.563,0.85,4,1,2,"""4-3""",,,
0.54,0.25,4,0.882,0.111,3,1,1,"""2-2""",,,
0.545,0.125,4,0.962,0.167,6,3,-3,"""2-3""",,,
0.117,0.563,7,0.282,0.8,4,3,-1,"""1-2""",,,
0.867,0.667,4,0.108,0.7,1,1,1,"""1-0""",,,
0.1,0.9,1,0.336,0.722,4,2,2,"""2-0""",,,
1.0,0.278,9,0.268,0.55,3,1,4,"""5-1""",,,
0.402,0.773,5,0.252,0.5,3,3,-2,"""2-3""",,,
0.574,0.944,7,0.084,0.5,6,3,-1,"""1-2""",,,
0.478,0.944,7,0.051,1.0,5,1,3,"""3-0""",,,
0.731,0.35,1,0.344,0.25,4,1,-2,"""1-3""",,,
0.099,1.0,4,0.043,0.15,4,2,0,"""2-2""",,,
0.609,0.056,4,0.22,0.875,5,1,3,"""3-0""",,,
0.066,0.611,4,0.093,0.75,2,2,0,"""1-1""",,,
0.555,0.9,2,0.211,0.111,3,1,1,"""3-1""",,,
0.455,0.563,3,0.336,0.75,7,3,-1,"""0-1""",,,
0.211,0.188,2,0.111,0.889,2,2,0,"""1-1""",,,
0.5,0.214,2,1.0,0.75,4,2,0,"""2-2""",,,
0.961,0.05,9,0.1,0.45,7,1,5,"""6-1""",,,
0.084,0.15,3,0.151,0.6,9,3,-1,"""0-1""",,,
1.0,0.5,4,0.108,0.55,3,1,1,"""1-0""",,,
0.348,0.556,4,0.108,0.3,9,3,-2,"""1-0""",,,
0.092,0.5,4,0.336,0.125,2,3,-2,"""0-2""",,,
0.092,0.3,4,0.882,0.95,9,3,-2,"""0-2""",,,
0.609,0.55,6,0.295,0.688,5,1,3,"""3-0""",,,
0.983,0.05,9,0.059,0.95,7,1,5,"""6-1""",,,
1.0,0.278,9,0.268,0.55,3,1,4,"""5-1""",,,
0.073,0.333,6,0.281,0.4,4,2,0,"""0-0""",,,
0.042,0.944,4,0.786,0.167,6,3,-3,"""0-3""",,,
0.321,0.6,7,0.084,0.95,5,1,3,"""3-0""",,,
0.066,0.778,2,0.043,0.8,4,2,0,"""0-0""",,,
0.133,0.615,7,0.397,0.25,7,3,-1,"""1-2""",,,
0.26,0.9,3,0.139,0.15,4,1,5,"""2-0""",,,
0.278,1.0,6,0.487,1.0,6,3,-1,"""0-1""",,,
0.12,0.4,3,0.282,0.85,7,1,1,"""0-1""",,,
0.111,0.4,3,0.072,0.5,1,1,2,"""2-0""",,,
0.487,0.75,3,0.275,0.8,1,3,-1,"""0-1""",,,
0.1,0.35,7,0.19,0.438,4,1,2,"""2-0""",,,
0.462,0.45,6,0.19,0.722,4,1,2,"""2-0""",,,
0.961,0.05,9,0.1,0.45,7,1,5,"""6-1""",,,
0.235,0.417,2,0.072,0.75,9,3,-3,"""1-1""",,,
0.485,0.688,0,0.344,0.55,4,3,-1,"""3-3""",,,
0.348,0.909,5,0.108,0.7,2,2,0,"""1-1""",,,
0.042,0.393,0,0.344,0.313,5,1,5,"""1-0""",,,
0.273,0.65,6,0.875,0.1,9,3,-2,"""0-2""",,,
0.961,0.05,9,0.1,0.45,7,1,5,"""6-1""",,,
0.485,0.75,0,0.28,0.679,4,2,0,"""0-0""",,,
0.123,0.85,2,0.562,0.778,4,3,-2,"""0-2""",,,
0.117,0.4,3,0.133,0.889,4,2,0,"""0-0""",,,
1.0,0.889,6,0.402,0.5,6,3,-1,"""1-2""",,,
0.066,0.5,4,0.398,0.833,1,2,0,"""0-0""",,,
0.543,0.3,1,0.703,0.722,4,2,0,"""0-0""",,,
0.508,0.45,6,0.11,0.444,6,1,1,"""2-1""",,,
0.156,0.1,5,0.093,0.5,3,1,2,"""3-1""",,,
0.035,0.688,4,0.562,0.95,0,3,-2,"""0-2""",,,
0.44,1.0,0,0.474,0.6,4,2,0,"""0-0""",,,
0.1,0.45,1,0.12,0.65,4,1,2,"""3-1""",,,
0.44,0.773,3,0.435,0.167,0,3,-1,"""0-1""",,,
0.983,0.05,9,0.1,0.45,7,1,5,"""6-1""",,,
0.208,0.4,6,0.069,1.0,1,2,-1,"""0-0""",,,
0.418,0.55,6,0.111,0.167,6,3,0,"""0-0""",,,
0.543,0.85,6,0.766,0.75,3,2,0,"""0-0""",,,
0.197,0.611,2,0.19,0.438,3,1,2,"""2-0""",,,
0.5,0.5,4,0.366,0.35,3,2,0,"""1-1""",,,
0.092,0.6,7,0.163,0.85,7,1,7,"""3-2""",,,
0.487,0.889,6,0.558,0.3,7,3,1,"""3-2""",,,
0.321,0.6,4,0.126,0.8,5,1,3,"""3-0""",,,
0.49,0.179,3,0.172,0.154,7,1,1,"""2-1""",,,
0.218,0.278,5,0.218,1.0,3,1,1,"""1-0""",,,
0.318,0.4,3,0.042,0.85,7,1,1,"""2-1""",,,
0.518,0.889,4,0.203,0.6,2,1,1,"""1-0""",,,
0.173,0.389,5,0.566,0.455,4,2,0,"""0-0""",,,
1.0,0.278,4,0.132,0.55,3,1,4,"""5-1""",,,
0.173,0.778,4,0.111,0.111,4,2,0,"""2-2""",,,
0.743,0.636,5,0.409,0.2,4,3,-2,"""1-3""",,,
0.61,0.944,9,0.609,0.167,6,3,-3,"""0-3""",,,
0.243,0.333,3,0.435,0.125,4,3,-2,"""3-3",,,
0.49,0.179,3,0.488,0.5,7,1,1,"""1-0""",,,
0.454,0.75,2,1.0,0.75,4,1,1,"""1-0""",,,
0.066,0.6,4,0.409,0.7,2,2,3,"""3-0""",,,
0.1,0.4,5,0.278,0.5,6,1,1,"""3-1""",,,
0.612,0.9,5,0.815,0.5,3,1,1,"""1-3""",,,
0.084,0.85,6,0.807,0.6,1,3,-1,"""3-3""",,,
0.374,0.8,3,0.535,0.75,1,2,0,"""1-1""",,,
0.857,0.25,4,0.882,0.1,3,3,-1,"""2-3""",,,
0.5,0.9,4,0.97,0.833,6,2,0,"""1-1""",,,
0.545,0.393,6,0.172,0.417,2,1,1,"""2-1""",,,
0.578,0.45,4,0.084,0.95,0,3,-1,"""1-2""",,,
1.0,0.278,9,0.132,0.55,3,1,4,"""5-1""",,,
0.321,0.6,9,0.044,0.875,1,1,3,"""3-0""",,,
0.543,0.188,1,0.218,0.455,6,2,0,"""0-0""",,,
0.44,0.563,3,0.573,0.1,0,3,-1,"""0-1""",,,
0.291,0.444,7,1.0,0.1,9,3,0,"""1-1""",,,
0.278,0.556,9,0.519,0.889,1,1,3,"""7-0""",,,
0.961,0.05,9,0.059,0.667,7,1,5,"""5-0""",,,
0.5,0.55,4,1.0,0.1,9,2,0,"""1-1""",,,
0.203,0.5,6,0.043,0.7,4,2,7,"""7-0""",,,
0.518,1.0,2,1.0,0.6,4,2,0,"""2-2""",,,
0.138,0.05,4,0.097,0.667,5,1,1,"""3-2""",,,
0.273,0.6,5,0.875,0.3,3,3,-2,"""0-2""",,,
0.5,0.1,4,0.093,0.55,3,2,0,"""2-2""",,,
0.465,0.125,4,0.22,0.75,9,3,-1,"""0-1""",,,
0.543,0.05,7,0.269,0.722,1,1,1,"""4-1""",,,
0.545,0.95,0,1.0,0.5,1,3,-1,"""0-1""",,,
0.336,0.667,1,0.54,0.455,3,2,0,"""0-0""",,,
0.509,0.85,1,0.133,0.8,0,2,0,"""0-0""",,,
0.473,0.05,7,0.344,0.083,4,1,7,"""0-2""",,,
0.065,0.15,4,0.501,0.6,3,2,0,"""0-0""",,,
0.226,0.615,3,0.114,0.438,7,1,1,"""3-2""",,,
0.635,0.6,4,0.344,0.25,9,3,-2,"""0-2""",,,
0.612,0.889,0,1.0,0.5,6,3,-3,"""0-2""",,,
0.543,0.5,4,0.675,0.7,2,2,0,"""1-1""",,,
0.5,0.65,2,1.0,0.1,9,3,-4,"""0-4""",,,
0.336,0.9,1,0.815,0.722,4,1,-2,"""1-3""",,,
0.035,0.05,5,0.044,0.2,7,1,1,"""2-0""",,,
0.345,0.95,1,0.108,0.464,4,2,0,"""2-2""",,,
0.226,0.85,3,0.875,0.455,7,3,-2,"""0-2""",,,
0.5,0.944,6,0.286,0.667,7,3,-2,"""1-2""",,,
0.291,0.417,6,0.114,0.5,3,3,-1,"""0-1""",,,
0.092,0.25,7,0.075,0.4,3,2,-2,"""0-0""",,,
0.431,0.778,2,0.205,0.889,4,2,0,"""0-0""",,,
0.073,0.05,7,0.126,0.45,4,1,0,"""1-1""",,,
0.444,0.333,3,0.126,0.3,0,1,-1,"""0-1""",,,
0.203,0.9,1,0.205,0.722,4,2,0,"""2-2""",,,
0.525,0.75,3,0.795,0.5,0,3,-1,"""0-1""",,,
1.0,0.625,0,0.203,0.85,7,1,1,"""1-0""",,,
0.58,0.3,3,0.042,0.071,4,1,1,"""2-1""",,,
0.138,0.6,7,0.097,0.667,5,3,-1,"""1-2""",,,
0.348,0.5,2,0.11,0.2,3,3,-2,"""0-2""",,,
0.527,0.375,4,0.752,0.45,4,2,0,"""1-1""",,,
0.61,0.944,9,0.609,0.167,6,3,-3,"""0-3""",,,
0.26,0.5,5,0.815,0.25,3,3,-2,"""0-2""",,,
0.237,0.75,0,0.97,0.6,1,3,1,"""1-4""",,,
0.66,0.65,5,1.0,0.4,1,3,1,"""2-1""",,,
0.092,0.6,4,0.875,0.125,7,3,-2,"""0-2""",,,
0.455,0.563,2,0.094,0.6,0,3,-1,"""0-1""",,,
0.12,0.25,4,0.882,0.1,3,3,-1,"""0-1""",,,
0.1,0.4,3,0.093,0.85,6,1,1,"""1-0""",,,
0.455,0.05,7,0.097,0.95,7,1,3,"""3-0""",,,
0.5,0.3,2,0.268,0.5,3,1,1,"""3-0""",,,
0.226,0.45,7,0.6,0.438,4,1,1,"""2-0""",,,
0.26,0.15,6,0.336,0.708,2,3,-2,"""0-2""",,,
0.5,0.3,4,0.111,0.15,9,2,0,"""2-2""",,,
0.739,0.95,7,0.409,0.8,4,2,0,"""0-0""",,,
0.807,0.15,6,0.807,0.4,6,1,2,"""4-2""",,,
0.5,0.893,1,0.366,0.7,4,2,0,"""2-2""",,,
0.597,0.667,1,0.218,1.0,1,2,0,"""0-0""",,,
0.117,0.688,3,0.366,0.107,4,2,0,"""2-2""",,,
0.518,0.393,5,0.132,0.3,6,1,1,"""1-0""",,,
0.055,0.6,5,0.343,0.75,0,3,-2,"""3-0""",,,
0.203,0.636,1,0.344,0.2,4,3,-2,"""1-3""",,,
0.13,0.65,4,1.0,0.1,9,3,-2,"""0-2""",,,
0.343,0.167,7,0.059,0.667,7,1,1,"""3-2""",,,
0.066,0.75,3,0.882,0.1,0,3,-1,"""0-1""",,,
0.13,0.85,4,0.875,0.25,9,3,-2,"""0-2""",,,
0.211,0.95,6,0.043,0.889,3,2,-2,"""1-1""",,,
0.5,0.3,2,0.435,0.1,9,2,0,"""1-1""",,,
0.478,0.889,1,0.211,0.444,2,1,1,"""1-0""",,,
0.184,0.944,0,0.786,0.4,3,3,-1,"""1-2""",,,
0.867,0.3,3,0.731,0.7,4,2,0,"""0-0""",,,
0.661,0.75,2,0.084,0.75,9,2,0,"""1-0""",,,
0.045,0.4,6,0.076,0.5,6,3,-2,"""1-2""",,,
0.54,0.2,7,0.15,0.708,4,1,1,"""2-0""",,,
1.0,0.15,6,0.22,0.5,3,2,0,"""1-1""",,,
0.1,0.15,5,0.807,0.4,0,1,2,"""2-0""",,,
0.321,0.077,2,0.205,0.75,9,1,0,"""3-1""",,,
0.173,0.667,2,0.281,0.563,2,2,0,"""2-2""",,,
0.609,0.438,4,0.165,0.9,5,1,3,"""3-0""",,,
0.084,0.444,6,0.269,0.5,6,1,-1,"""0-1""",,,
0.527,0.9,6,0.044,0.6,5,3,0,"""1-2""",,,
0.035,0.85,3,0.122,0.778,7,1,1,"""2-1""",,,
0.5,0.182,6,0.281,0.2,4,2,0,"""2-2""",,,
0.155,0.1,2,1.0,0.1,2,2,0,"""2-2""",,,
0.66,0.179,3,0.391,0.071,7,1,1,"""3-2""",,,
0.578,0.611,2,1.0,0.833,6,1,2,"""0-1""",,,
0.042,0.944,1,0.336,0.95,6,1,-3,"""0-3""",,,
0.961,0.111,9,0.807,0.409,7,1,5,"""5-0""",,,
0.465,0.55,2,0.675,0.55,4,2,0,"""1-1""",,,
0.482,0.688,3,0.151,0.85,0,3,-1,"""0-1""",,,
0.08,0.35,5,0.043,0.833,4,2,0,"""0-0""",,,
0.543,0.833,1,0.366,0.5,9,2,0,"""3-1""",,,
1.0,0.278,9,0.132,0.55,3,1,4,"""5-1""",,,
0.416,0.214,2,0.366,0.15,9,2,0,"""1-1""",,,
0.092,0.65,2,1.0,0.1,9,3,-1,"""0-2""",,,
0.133,0.45,1,0.19,0.5,6,1,2,"""2-0""",,,
0.336,0.9,5,0.043,0.2,4,2,0,"""2-2""",,,
0.983,0.05,9,0.1,0.45,7,1,5,"""6-1""",,,
0.962,0.3,6,0.402,0.5,4,2,0,"""0-1""",,,
0.731,0.3,1,0.462,0.833,6,1,0,"""2-0""",,,
1.0,0.278,9,0.268,0.55,3,1,4,"""5-1""",,,
0.092,0.6,4,1.0,0.778,7,3,-2,"""0-2""",,,
0.345,0.5,0,0.501,0.95,9,3,-1,"""0-1""",,,
0.962,0.8,4,0.266,0.722,4,2,0,"""0-0""",,,
1.0,1.0,0,0.286,0.8,4,2,0,"""0-0""",,,
0.229,0.667,4,0.043,0.55,3,2,0,"""2-0""",,,
0.485,0.7,4,0.519,1.0,1,2,0,"""0-0""",,,
0.431,0.444,6,0.042,0.455,1,2,0,"""0-0""",,,
0.527,0.15,6,0.409,0.455,3,3,-2,"""3-3",,,
0.462,0.4,3,0.402,0.85,4,1,1,"""1-0""",,,
0.278,0.25,4,0.544,0.1,0,3,-1,"""0-1""",,,
0.61,0.05,9,0.609,0.313,6,3,-3,"""0-3""",,,
0.431,0.5,2,1.0,0.5,2,2,0,"""1-1""",,,
0.336,0.1,7,0.205,0.722,1,2,0,"""0-0""",,,
0.266,0.65,2,1.0,0.1,9,3,-4,"""0-4""",,,
0.199,0.2,4,0.474,0.75,5,2,0,"""1-1""",,,
0.55,0.278,3,0.544,0.5,5,2,0,"""1-1""",,,
0.857,1.0,0,0.535,0.1,4,3,-1,"""0-1""",,,
1.0,0.1,9,0.132,0.55,3,1,4,"""5-1""",,,
0.092,0.4,5,0.962,0.8,7,3,-1,"""1-3""",,,
0.066,1.0,4,0.28,0.5,1,3,-1,"""0-1""",,,
0.427,0.6,4,0.044,0.875,3,1,3,"""3-0""",,,
0.258,0.4,3,0.08,0.8,4,2,0,"""0-0""",,,
0.208,0.444,3,0.126,0.8,1,3,-1,"""0-1""",,,
0.197,0.4,3,0.104,0.944,0,1,2,"""2-0""",,,
0.348,0.6,7,0.398,0.778,4,3,-2,"""0-2""",,,
0.807,0.15,6,0.807,0.4,6,1,2,"""4-2""",,,
0.1,0.45,5,0.254,0.65,6,1,2,"""3-1""",,,
0.518,0.889,3,0.206,0.45,7,1,1,"""3-2""",,,
0.32,0.222,1,0.391,0.5,9,1,1,"""2-1""",,,
0.525,0.6,9,0.084,0.688,5,1,3,"""3-0""",,,
0.099,0.909,7,0.409,0.889,4,2,0,"""0-0""",,,
0.197,0.333,3,0.104,0.944,0,1,2,"""2-1""",,,
0.961,0.111,9,0.059,0.313,6,1,5,"""5-0""",,,
1.0,0.889,7,0.051,0.8,3,2,2,"""3-1""",,,
0.555,0.636,1,0.815,0.2,4,3,-2,"""1-3""",,,
0.046,0.773,1,0.165,0.2,3,2,0,"""3-3""",,,
0.807,0.05,6,0.788,1.0,6,3,-1,"""1-2""",,,
1.0,0.278,5,0.132,0.55,3,1,4,"""5-1""",,,
0.065,0.7,2,0.398,0.7,2,2,0,"""0-0""",,,
0.045,0.1,6,0.205,1.0,4,2,0,"""0-0""",,,
0.739,0.9,1,0.284,0.2,9,1,1,"""1-0""",,,
0.138,0.2,4,0.266,0.7,3,2,0,"""0-0""",,,
0.743,0.556,2,0.675,0.45,6,3,3,"""2-1""",,,
0.237,0.6,6,0.097,0.667,5,3,-1,"""1-2""",,,
0.237,0.15,2,0.084,0.95,3,1,2,"""4-2""",,,
0.473,0.85,4,1.0,0.222,9,2,0,"""2-2""",,,
0.173,0.077,5,0.281,0.111,2,1,1,"""1-0""",,,
0.108,0.333,3,0.151,0.6,7,1,1,"""1-0""",,,
0.455,0.8,4,0.435,1.0,6,2,7,"""3-0""",,,
0.084,0.063,6,0.235,0.556,6,1,1,"""2-1""",,,
0.184,0.944,9,0.786,0.167,6,1,-3,"""3-1""",,,
0.501,0.333,5,0.344,0.2,4,3,-2,"""2-0""",,,
0.045,0.25,3,0.562,0.667,0,1,1,"""2-2""",,,
0.465,0.95,3,0.398,0.667,4,2,0,"""1-2""",,,
0.574,0.45,3,0.075,0.25,7,1,1,"""2-1""",,,
0.065,0.2,2,0.28,0.6,1,2,0,"""1-1""",,,
0.341,0.75,2,0.343,0.8,2,3,-2,"""0-2""",,,
0.155,0.773,3,0.766,0.6,4,1,1,"""2-1""",,,
0.266,0.65,2,1.0,0.1,9,3,-4,"""0-4""",,,
0.211,1.0,1,0.731,0.8,4,2,0,"""1-1""",,,
0.961,0.05,9,0.059,0.45,7,1,5,"""6-1""",,,
0.12,0.563,3,0.573,0.95,7,3,-1,"""0-1""",,,
0.173,0.85,3,0.093,0.9,4,2,0,"""0-0""",,,
0.499,0.438,6,0.044,1.0,1,1,3,"""3-0""",,,
0.597,0.625,1,1.0,0.1,6,1,2,"""3-1""",,,
